id;name;national_id;gender;birth;phone;created_by;new_patient
1887;Morgan Nunez;T399282319;FEMALE;1998-12-27;0926776291;system;False
1888;Derrick Lewis;W101025095;OTHER;1997-12-06;0917149501;system;True
1889;Matthew Vargas;F891410690;MALE;1964-09-05;0934733582;system;True
1890;Daniel Ho;I106450581;FEMALE;1966-09-04;0931075510;system;False
1891;Michael Murphy;C691010310;MALE;2000-09-05;0938877310;system;False
1892;Robert Rodriguez;S008110155;OTHER;1945-09-14;0982410084;system;True
1893;Brian Pierce;P221082503;FEMALE;1937-10-24;0910173347;system;False
1894;Sherry Wilson;I528707757;FEMALE;1926-05-20;0988823471;system;False
1895;Maria Hernandez;P101321076;FEMALE;1971-06-22;0910641020;system;False
1896;Michelle Hernandez;E522510440;OTHER;1919-03-22;0910606868;system;True
1897;Monique Cameron;Y439710647;OTHER;1990-12-21;0933055698;system;False
1898;Michelle Carter;M373100001;FEMALE;1934-12-26;0951051738;system;True
1899;Ann Clark;D236097106;FEMALE;2014-06-02;0944361881;system;False
1900;Robert Christensen;L075783922;FEMALE;1980-09-11;0910381079;system;False
1901;Emily Hunter;R729410104;MALE;1954-04-01;0970299750;system;True
1902;Joseph Thompson;A947101811;MALE;1925-08-18;0921603650;system;True
1903;Michelle Hernandez;I577810355;OTHER;1990-09-26;0985448252;system;True
1904;Willie Lopez;F060104550;FEMALE;2014-04-06;0981084619;system;True
1905;Kelly Richmond;M101012486;OTHER;2001-03-12;0966149602;system;False
1906;Robert Cannon;S663480651;FEMALE;1932-06-20;0968961018;system;False
1907;John Case;X107626555;MALE;1958-10-14;0919953510;system;False
1908;Jordan Mendoza;Z103106050;FEMALE;2007-02-05;0994720932;system;False
1909;Erik Diaz;S786925355;MALE;1907-06-07;0927421700;system;True
1910;Mrs. Heather Lee;X218146437;FEMALE;2010-02-01;0964198665;system;True
1911;Hannah Garrett;C424370710;OTHER;1922-04-27;0927113010;system;False
1912;Julie Atkinson;H329003476;OTHER;1921-06-14;0935438104;system;False
1913;Brian Wilson;Z322026991;FEMALE;1929-06-30;0921104491;system;True
1914;Lisa Cooper;Z788768302;OTHER;1912-12-16;0910269957;system;False
1915;Carolyn Jones;V336848082;MALE;2005-11-12;0910436104;system;False
1916;Robert Thompson;Y324487202;FEMALE;1998-09-13;0971929836;system;False
1917;Ms. Jessica Leonard MD;I132801084;MALE;1923-06-20;0916838271;system;True
1918;Kelly Jones;C698531086;OTHER;1955-06-14;0923230627;system;False
1919;Hayden Young;S115102310;MALE;1919-07-26;0912091062;system;True
1920;Philip Woods;M425102845;FEMALE;1994-04-21;0983681074;system;True
1921;Shelby Jones PhD;C599523547;FEMALE;1938-11-12;0947155292;system;False
1922;Joseph Martin;V225206101;FEMALE;2012-12-31;0948613912;system;False
1923;Ronald Wyatt;P578109106;OTHER;1988-10-10;0951022605;system;True
1924;Karen Blake;E720464830;OTHER;1970-08-27;0905109543;system;True
1925;John Bauer;F823203103;FEMALE;1997-01-14;0964230105;system;False
1926;Monica Davis;Z158311031;MALE;1989-12-11;0982886932;system;False
1927;Joseph Scott;S965851063;MALE;2015-04-26;0919337417;system;True
1928;Thomas Lopez;Q219100103;MALE;1945-07-23;0922631067;system;True
1929;Denise Lewis;F744071033;OTHER;1921-05-14;0961073103;system;True
1930;Michael Beltran;F724200539;MALE;1967-06-03;0910202285;system;True
1931;Dwayne Richardson;L036769072;MALE;1977-03-18;0988321030;system;False
1932;Allison Carter;Z095850623;FEMALE;1953-09-04;0941291656;system;False
1933;Betty Travis;D510833407;OTHER;1917-12-25;0910125353;system;True
1934;John White;S797317340;FEMALE;1927-08-31;0983303105;system;False
1935;Dustin Arnold;K106695313;MALE;1941-04-18;0930773262;system;False
1936;Jim Parks;G105658241;FEMALE;1908-12-02;0935345024;system;False
1937;Sean Clayton;S201001788;FEMALE;1985-07-28;0973722288;system;False
1938;Marie Howard;G867100441;FEMALE;1956-06-25;0958052047;system;False
1939;Amber Hawkins;V909627172;FEMALE;2002-05-05;0921991251;system;True
1940;Susan Peterson DDS;F104856027;OTHER;1948-04-08;0956355107;system;True
1941;Tiffany Jordan;L725559611;OTHER;1977-10-16;0936062024;system;True
1942;Jason Martinez;Z623106497;FEMALE;1979-01-07;0991012310;system;False
1943;Gloria Hicks;E100539106;OTHER;1984-12-09;0912539574;system;False
1944;Tina Robinson;C110560887;MALE;1958-05-19;0910010846;system;False
1945;Kristine Chapman;H810503529;MALE;1993-02-28;0973965421;system;False
1946;Jason Marshall;I105506020;FEMALE;1999-10-04;0910963108;system;False
1947;David Cooper;B597102010;FEMALE;1980-04-19;0910910392;system;True
1948;Jeff Reynolds;G228590010;FEMALE;1926-05-31;0952100719;system;True
1949;Eric Collins;Q713825108;OTHER;1906-08-11;0935424209;system;True
1950;Taylor Dawson;S702381101;FEMALE;1924-02-14;0910935711;system;False
1951;Frank Austin;R474702410;FEMALE;1986-06-15;0929299001;system;True
1952;Jason Taylor;S396830523;FEMALE;1996-04-25;0962356466;system;True
1953;Jessica Johnson;B917272947;OTHER;1964-02-28;0981034461;system;True
1954;Michael Clark;D103956949;OTHER;1979-08-14;0910458094;system;False
1955;Morgan Ramirez;B991693810;MALE;1963-11-19;0950963413;system;False
1956;Stacy Bruce;Q619610865;OTHER;1924-11-12;0910387810;system;False
1957;Nicholas Meyer;P256891052;MALE;2007-04-08;0995291079;system;True
1958;Margaret Grant;W100689963;OTHER;1912-12-13;0917104301;system;False
1959;Michael Lopez;M710100934;FEMALE;1956-03-17;0919379781;system;True
1960;Kelly Day;T915748191;OTHER;1938-11-15;0927377669;system;False
1961;Todd White;M275429721;FEMALE;2008-10-10;0925010274;system;False
1962;Elizabeth Ramirez;S851035603;OTHER;1951-11-15;0906352781;system;True
1963;Dave Ortega;G017075139;FEMALE;1909-04-23;0942102104;system;True
1964;Gregory Montoya;G235549002;FEMALE;1913-08-15;0903462404;system;True
1965;Mary Brooks;X103129467;MALE;1920-10-03;0951710243;system;True
1966;Jennifer Christensen;H825263160;FEMALE;2001-07-19;0964971071;system;False
1967;James Moreno;Q085429104;FEMALE;2018-06-20;0971025410;system;False
1968;Christopher Thompson;X627489559;FEMALE;1993-04-23;0971084410;system;False
1969;Randy Chapman;W102443438;OTHER;1958-11-19;0906410366;system;True
1970;George Espinoza;A094110307;MALE;1933-02-17;0906020973;system;True
1971;Pedro Armstrong;C513108348;OTHER;1941-06-30;0948693141;system;True
1972;Paul Brown;D536742904;MALE;1949-09-18;0953351625;system;False
1973;Julia Grant;G717888736;OTHER;1974-05-06;0955565996;system;True
1974;Dustin Frazier;I010774103;OTHER;1925-01-18;0941261810;system;False
1975;Kenneth Bruce;M470530105;OTHER;1972-05-30;0972154108;system;False
1976;Scott Mcbride;S196881411;FEMALE;1983-11-25;0961051006;system;False
1977;Lisa Owens;B168244498;FEMALE;1923-07-10;0910232407;system;False
1978;Samuel Charles;S470554284;MALE;1945-04-02;0991680217;system;False
1979;Jessica Lloyd;L978493297;FEMALE;1914-11-17;0913260211;system;True
1980;Alan Gonzalez;U381428756;FEMALE;1933-10-04;0997499104;system;True
1981;Jenna Stewart;X387101360;MALE;1963-12-22;0970212310;system;False
1982;Ricardo Nguyen;P893413691;MALE;1933-12-09;0905751029;system;False
1983;Calvin Robertson;G066619511;OTHER;1955-03-09;0951310102;system;True
1984;John Morrison;T417287879;MALE;1960-06-12;0921889032;system;True
1985;Christine Solis;Y100102010;FEMALE;1951-04-23;0911220089;system;True
1986;Ryan Mooney;I891822011;FEMALE;1919-09-08;0930981011;system;False
1987;Andrea Edwards;L292794004;OTHER;1977-08-01;0918362385;system;False
1988;Jody Vaughn;P609105337;MALE;1967-08-10;0984416109;system;False
1989;Austin Lowe;O210680210;FEMALE;1975-10-08;0959682469;system;False
1990;David Johnson;K605210249;FEMALE;1939-03-04;0945516516;system;True
1991;Craig Orozco;E682941010;MALE;1960-03-24;0951401038;system;False
1992;Katherine Orr;Z643670444;MALE;1979-08-30;0975965100;system;True
1993;Donald Powers;T159106541;MALE;1964-05-21;0921102225;system;False
1994;Aaron Matthews;J343911004;OTHER;2017-05-22;0917716851;system;True
1995;Justin Padilla;Z374101241;FEMALE;2001-05-17;0977901015;system;False
1996;Heidi Berry;G105257876;MALE;2011-06-12;0910666951;system;False
1997;Peter Goodman;F761061454;FEMALE;1964-05-30;0965206210;system;False
1998;Sue Barber;E861034267;OTHER;1920-07-04;0975870676;system;False
1999;Paul Santiago;V441210103;OTHER;2009-06-09;0937663429;system;True
2000;Jason Evans;E197810391;FEMALE;2001-08-11;0970601001;system;True
